po_number,order_date,part_number,part_family,complexity,supplier_id,quantity_ordered,total_value,nominal_lead_time,actual_lead_time,on_time_to_commit,external_factors,critical_part
PO_000213,2023-01-12,ASSE_0485,Assembled_Kits,Low,SUP_ASSY_001,71,71662.23,97,177,False,Semiconductor_Shortage,False
PO_000214,2023-05-20,SHEE_0060,Sheet_Metal,Low,SUP_SHEET_001,77,3090.49,9,16,True,Semiconductor_Shortage,False
PO_000215,2022-09-29,ASSE_0491,Assembled_Kits,Low,SUP_ASSY_002,38,131316.22,99,102,False,None,False
PO_000216,2023-09-22,ELEC_0189,Electronics_Components,High,SUP_ELEC_004,71,645.86,83,169,False,Semiconductor_Shortage,True
PO_000217,2024-10-14,CABL_0265,Cables,High,SUP_CABLE_002,1,201.21,48,49,True,None,False
PO_000218,2022-10-11,ELEC_0182,Electronics_Components,Medium,SUP_ELEC_002,79,5249.86,44,38,False,None,False
PO_000219,2022-01-02,ELEC_0167,Electronics_Components,High,SUP_ELEC_003,37,2542.46,60,284,True,"Weather_Disruption,Semiconductor_Shortage,Christmas_Shutdown",False
PO_000220,2023-09-23,ELEC_0112,Electronics_Components,High,SUP_ELEC_005,365,45468.95,57,132,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000221,2023-07-18,LIGH_0405,Lights,High,SUP_LIGHT_002,3,303.13,51,88,True,Semiconductor_Shortage,False
PO_000222,2023-08-31,CONS_0519,Consumables,Medium,SUP_CONS_002,372,22787.22,20,39,False,Semiconductor_Shortage,False
PO_000223,2022-04-21,CONS_0587,Consumables,Medium,SUP_CONS_002,164,5212.8,15,24,True,Semiconductor_Shortage,False
PO_000224,2022-11-16,CONS_0502,Consumables,Medium,SUP_CONS_001,740,21409.36,9,10,False,None,False
PO_000225,2024-07-02,CONS_0519,Consumables,Medium,SUP_CONS_002,382,22620.93,20,16,False,None,False
PO_000226,2023-09-05,CONS_0525,Consumables,High,SUP_CONS_002,145,14422.14,18,20,True,None,False
PO_000227,2024-08-05,LIGH_0425,Lights,Low,SUP_LIGHT_003,1,120.57,28,29,True,None,False
PO_000228,2023-10-12,CONS_0569,Consumables,Medium,SUP_CONS_001,375,14657.66,8,11,True,Tariff_Impact,False
PO_000229,2022-03-10,ELEC_0129,Electronics_Components,Medium,SUP_ELEC_002,13,983.63,44,89,False,Semiconductor_Shortage,False
PO_000230,2022-05-05,SHEE_0059,Sheet_Metal,Medium,SUP_SHEET_001,8,1759.07,11,19,False,Semiconductor_Shortage,False
PO_000231,2022-09-05,CONS_0623,Consumables,Low,SUP_CONS_003,388,13186.33,7,12,False,Semiconductor_Shortage,False
PO_000232,2024-09-12,ELEC_0235,Electronics_Components,Medium,SUP_ELEC_001,13,1801.08,35,23,False,None,False
PO_000233,2023-09-12,CAST_0308,Castings,High,SUP_CAST_001,8,7550.16,134,301,True,Semiconductor_Shortage,False
PO_000234,2023-05-14,LIGH_0424,Lights,Low,SUP_LIGHT_001,68,2288.77,21,18,True,None,False
PO_000235,2023-05-05,CONS_0524,Consumables,Low,SUP_CONS_004,1474,56076.79,7,13,False,Semiconductor_Shortage,False
PO_000236,2024-11-03,FORG_0351,Forgings,High,SUP_FORG_002,8,8220.71,119,142,True,None,False
PO_000237,2023-03-16,ASSE_0495,Assembled_Kits,High,SUP_ASSY_002,3,2164.18,198,538,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000238,2022-07-29,CONS_0550,Consumables,Low,SUP_CONS_001,380,15137.4,11,11,True,None,True
PO_000239,2022-05-13,ASSE_0470,Assembled_Kits,Medium,SUP_ASSY_003,13,66174.55,63,129,True,Semiconductor_Shortage,False
PO_000240,2023-07-10,ELEC_0235,Electronics_Components,Medium,SUP_ELEC_001,18,2586.29,35,92,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_000241,2022-04-16,ELEC_0161,Electronics_Components,Low,SUP_ELEC_002,158,10153.59,35,75,True,Semiconductor_Shortage,False
PO_000242,2022-02-14,MACH_0036,Machined_Parts,Medium,SUP_MACH_001,33,8178.22,22,34,True,Chinese_New_Year,False
PO_000243,2024-09-20,CABL_0284,Cables,High,SUP_CABLE_001,36,7031.14,62,49,True,None,False
PO_000244,2024-11-26,CONS_0611,Consumables,High,SUP_CONS_002,3770,26112.88,20,20,True,None,False
PO_000245,2024-10-02,LIGH_0417,Lights,Medium,SUP_LIGHT_003,44,11729.68,50,44,True,None,False
PO_000246,2024-11-29,CONS_0613,Consumables,Low,SUP_CONS_003,750,13488.61,7,7,False,None,False
PO_000247,2024-03-06,ELEC_0137,Electronics_Components,Medium,SUP_ELEC_002,14,792.94,77,109,True,Tariff_Impact,False
PO_000248,2022-02-27,ASSE_0460,Assembled_Kits,High,SUP_ASSY_003,21,216242.65,147,161,True,None,False
PO_000249,2024-04-22,SHEE_0068,Sheet_Metal,Medium,SUP_SHEET_002,2,576.05,18,22,False,None,False
PO_000250,2023-09-06,SHEE_0087,Sheet_Metal,Medium,SUP_SHEET_003,1,214.04,15,36,True,Semiconductor_Shortage,False
PO_000251,2022-09-22,CAST_0342,Castings,Medium,SUP_CAST_001,69,79977.86,101,100,False,None,False
PO_000252,2022-06-30,ELEC_0134,Electronics_Components,High,SUP_ELEC_002,17,433.36,93,215,True,Semiconductor_Shortage,False
PO_000253,2022-01-23,MACH_0011,Machined_Parts,High,SUP_MACH_001,38,24073.23,53,221,False,"Chinese_New_Year,Weather_Disruption,Semiconductor_Shortage",False
PO_000254,2022-10-06,LIGH_0415,Lights,High,SUP_LIGHT_002,46,15870.94,56,42,True,None,False
PO_000255,2022-04-08,CAST_0328,Castings,Medium,SUP_CAST_001,69,53933.57,46,67,True,Semiconductor_Shortage,True
PO_000256,2024-01-29,ELEC_0238,Electronics_Components,High,SUP_ELEC_002,12,1387.43,85,144,True,Chinese_New_Year,False
PO_000257,2023-08-11,CONS_0614,Consumables,Medium,SUP_CONS_004,773,42604.41,15,40,False,Semiconductor_Shortage,True
PO_000258,2022-08-08,MACH_0001,Machined_Parts,Low,SUP_MACH_001,75,37036.69,24,47,True,Semiconductor_Shortage,False
PO_000259,2024-01-16,MACH_0031,Machined_Parts,Medium,SUP_MACH_003,38,4978.37,38,30,True,None,False
PO_000260,2024-09-05,CABL_0260,Cables,Low,SUP_CABLE_001,42,3869.7,28,23,True,None,False
PO_000261,2022-10-23,CONS_0610,Consumables,Low,SUP_CONS_003,1511,15087.08,3,2,True,None,False
PO_000262,2023-03-28,LIGH_0446,Lights,Low,SUP_LIGHT_001,6,352.23,27,70,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000263,2022-12-27,SHEE_0082,Sheet_Metal,Medium,SUP_SHEET_002,14,1296.26,18,80,False,"Semiconductor_Shortage,Christmas_Shutdown",True
PO_000264,2024-10-07,CONS_0529,Consumables,Medium,SUP_CONS_004,796,25550.33,14,11,False,None,False
PO_000265,2024-07-09,CONS_0625,Consumables,Low,SUP_CONS_002,3715,102669.09,12,13,False,None,False
PO_000266,2022-05-09,CONS_0664,Consumables,Low,SUP_CONS_004,1480,34584.43,11,18,False,Semiconductor_Shortage,False
PO_000267,2024-06-26,LIGH_0415,Lights,High,SUP_LIGHT_002,38,14033.19,56,87,False,Tariff_Impact,False
PO_000268,2023-11-02,FORG_0378,Forgings,Low,SUP_FORG_001,18,3497.79,77,239,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000269,2022-08-25,FORG_0379,Forgings,Low,SUP_FORG_002,12,9817.17,40,53,True,Semiconductor_Shortage,False
PO_000270,2023-07-01,CONS_0516,Consumables,Medium,SUP_CONS_002,392,2301.58,14,24,False,Semiconductor_Shortage,False
PO_000271,2022-11-20,FORG_0354,Forgings,Low,SUP_FORG_002,13,8368.48,58,111,True,Semiconductor_Shortage,True
PO_000272,2024-12-09,ELEC_0218,Electronics_Components,Medium,SUP_ELEC_002,86,4626.35,64,54,False,None,False
PO_000273,2023-01-08,FORG_0351,Forgings,High,SUP_FORG_002,10,10335.2,119,288,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_000274,2022-10-02,LIGH_0442,Lights,Low,SUP_LIGHT_002,16,345.85,24,47,False,Semiconductor_Shortage,False
PO_000275,2024-01-23,ELEC_0139,Electronics_Components,High,SUP_ELEC_003,78,6381.2,80,159,True,"Chinese_New_Year,Tariff_Impact",False
PO_000276,2024-12-02,ELEC_0121,Electronics_Components,Medium,SUP_ELEC_002,382,37871.29,72,71,False,None,True
PO_000277,2023-02-28,ELEC_0148,Electronics_Components,Medium,SUP_ELEC_001,37,3719.21,79,191,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000278,2024-11-23,MACH_0013,Machined_Parts,Medium,SUP_MACH_001,3,495.19,37,46,True,None,False
PO_000279,2022-05-01,CABL_0272,Cables,Low,SUP_CABLE_001,35,2373.26,28,63,False,Semiconductor_Shortage,False
PO_000280,2023-01-08,MACH_0042,Machined_Parts,Medium,SUP_MACH_003,79,32645.02,34,148,False,"Chinese_New_Year,Tariff_Impact,Semiconductor_Shortage",False
PO_000281,2023-06-06,CONS_0581,Consumables,Low,SUP_CONS_001,380,19492.1,6,6,True,None,False
PO_000282,2023-04-19,CONS_0632,Consumables,High,SUP_CONS_001,762,58299.56,20,43,True,Semiconductor_Shortage,False
PO_000283,2023-01-10,CONS_0560,Consumables,Low,SUP_CONS_001,147,1478.69,7,22,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_000284,2024-11-22,CAST_0317,Castings,Low,SUP_CAST_001,8,4211.67,50,54,True,None,False
PO_000285,2023-05-09,CONS_0652,Consumables,Medium,SUP_CONS_003,3741,35594.8,10,18,True,Semiconductor_Shortage,False
PO_000286,2023-07-14,LIGH_0405,Lights,High,SUP_LIGHT_002,1,97.77,51,135,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_000287,2022-12-23,CABL_0271,Cables,Medium,SUP_CABLE_001,2,383.09,24,79,False,"Weather_Disruption,Semiconductor_Shortage,Christmas_Shutdown",False
PO_000288,2022-03-12,ASSE_0471,Assembled_Kits,Medium,SUP_ASSY_002,37,42770.54,161,159,False,None,True
PO_000289,2023-03-11,FORG_0388,Forgings,Low,SUP_FORG_002,80,45927.32,64,147,True,Semiconductor_Shortage,False
PO_000290,2024-04-22,ASSE_0479,Assembled_Kits,Medium,SUP_ASSY_003,2,4699.53,110,97,True,None,False
PO_000291,2024-02-19,CAST_0318,Castings,Medium,SUP_CAST_002,20,16957.17,64,125,True,"Chinese_New_Year,Tariff_Impact",False
PO_000292,2024-03-29,CABL_0264,Cables,Medium,SUP_CABLE_001,7,722.28,48,41,True,None,False
PO_000293,2024-05-31,ELEC_0212,Electronics_Components,High,SUP_ELEC_003,39,297.44,99,172,False,Tariff_Impact,False
PO_000294,2023-01-14,LIGH_0408,Lights,Medium,SUP_LIGHT_001,77,21740.57,39,69,False,Chinese_New_Year,True
PO_000295,2024-01-23,SHEE_0062,Sheet_Metal,Medium,SUP_SHEET_002,76,6060.97,13,20,False,Chinese_New_Year,True
PO_000296,2023-04-18,ASSE_0462,Assembled_Kits,High,SUP_ASSY_003,15,130690.11,93,184,False,Semiconductor_Shortage,True
PO_000297,2023-01-28,MACH_0036,Machined_Parts,Medium,SUP_MACH_001,39,8916.64,22,62,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_000298,2024-08-16,ASSE_0459,Assembled_Kits,Medium,SUP_ASSY_003,2,7129.38,133,169,True,None,False
PO_000299,2023-04-07,SHEE_0088,Sheet_Metal,Low,SUP_SHEET_001,10,1127.03,13,30,False,Semiconductor_Shortage,False
PO_000300,2022-09-23,FORG_0355,Forgings,Low,SUP_FORG_002,8,5607.86,37,80,False,Semiconductor_Shortage,False
PO_000301,2023-05-03,ELEC_0145,Electronics_Components,Low,SUP_ELEC_003,36,2135.38,40,76,True,Semiconductor_Shortage,False
PO_000302,2024-10-16,ELEC_0167,Electronics_Components,High,SUP_ELEC_003,41,2834.5,60,56,False,None,False
PO_000303,2023-08-04,MACH_0023,Machined_Parts,Low,SUP_MACH_001,1,106.72,18,32,False,Semiconductor_Shortage,False
PO_000304,2023-09-03,CONS_0627,Consumables,Medium,SUP_CONS_001,380,27690.35,17,31,True,Semiconductor_Shortage,False
PO_000305,2022-01-08,FORG_0374,Forgings,High,SUP_FORG_002,2,3817.29,87,131,True,Chinese_New_Year,False
PO_000306,2022-07-09,LIGH_0401,Lights,Low,SUP_LIGHT_001,1,118.8,15,16,False,None,False
PO_000307,2024-11-24,ELEC_0197,Electronics_Components,High,SUP_ELEC_004,15,161.1,49,51,False,None,False
PO_000308,2022-04-05,MACH_0007,Machined_Parts,High,SUP_MACH_002,2,1892.12,50,44,True,None,True
PO_000309,2023-12-02,ELEC_0237,Electronics_Components,High,SUP_ELEC_003,12,502.15,53,92,True,Semiconductor_Shortage,True
PO_000310,2022-07-02,CABL_0254,Cables,Medium,SUP_CABLE_002,16,2347.64,33,52,True,Semiconductor_Shortage,True
PO_000311,2023-03-17,ELEC_0239,Electronics_Components,High,SUP_ELEC_003,72,9333.84,96,207,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000312,2022-08-01,ASSE_0463,Assembled_Kits,High,SUP_ASSY_002,6,14443.0,198,338,False,Semiconductor_Shortage,False
PO_000313,2022-04-12,CONS_0611,Consumables,High,SUP_CONS_002,3732,24628.47,20,40,False,Semiconductor_Shortage,False
PO_000314,2024-10-01,SHEE_0058,Sheet_Metal,Medium,SUP_SHEET_001,6,1341.5,15,14,False,None,True
PO_000315,2022-04-01,CAST_0334,Castings,Low,SUP_CAST_001,2,340.55,53,113,True,Semiconductor_Shortage,False
PO_000316,2022-10-31,CABL_0296,Cables,Medium,SUP_CABLE_002,35,1833.0,22,41,True,Semiconductor_Shortage,False
PO_000317,2023-10-16,ASSE_0461,Assembled_Kits,Medium,SUP_ASSY_001,1,6870.99,86,210,True,Semiconductor_Shortage,False
PO_000318,2024-07-24,CONS_0605,Consumables,Low,SUP_CONS_003,3830,148044.06,3,2,False,None,False
PO_000319,2024-07-25,ASSE_0487,Assembled_Kits,Medium,SUP_ASSY_001,36,279315.02,75,63,True,None,False
PO_000320,2024-01-06,CONS_0529,Consumables,Medium,SUP_CONS_004,746,24472.98,14,14,True,None,False
PO_000321,2023-09-28,CONS_0590,Consumables,Low,SUP_CONS_001,3816,103087.53,8,12,False,Tariff_Impact,False
PO_000322,2024-02-13,ASSE_0469,Assembled_Kits,Medium,SUP_ASSY_003,12,39402.68,70,115,True,Tariff_Impact,False
PO_000323,2023-06-19,MACH_0008,Machined_Parts,Medium,SUP_MACH_004,74,27065.55,23,49,False,Semiconductor_Shortage,True
PO_000324,2022-05-06,ELEC_0103,Electronics_Components,Low,SUP_ELEC_003,85,4141.96,37,79,True,Semiconductor_Shortage,False
PO_000325,2022-05-01,ELEC_0234,Electronics_Components,High,SUP_ELEC_004,141,4190.51,76,93,True,Semiconductor_Shortage,False
PO_000326,2024-06-17,CAST_0325,Castings,Medium,SUP_CAST_002,1,1086.64,102,108,True,None,False
PO_000327,2023-04-24,CAST_0317,Castings,Low,SUP_CAST_001,5,2698.3,50,47,True,None,False
PO_000328,2024-03-07,FORG_0389,Forgings,Low,SUP_FORG_002,18,9340.74,65,98,True,Tariff_Impact,True
PO_000329,2024-03-24,MACH_0043,Machined_Parts,Medium,SUP_MACH_003,43,25783.52,31,23,False,None,False
PO_000330,2022-04-01,FORG_0363,Forgings,Low,SUP_FORG_001,10,9423.73,47,125,True,Semiconductor_Shortage,False
PO_000331,2023-03-06,CONS_0665,Consumables,Medium,SUP_CONS_003,1507,13028.19,17,36,False,Semiconductor_Shortage,False
PO_000332,2023-07-20,CONS_0591,Consumables,High,SUP_CONS_004,3741,293896.2,12,29,False,Semiconductor_Shortage,False
PO_000333,2023-12-04,SHEE_0080,Sheet_Metal,High,SUP_SHEET_003,84,5702.58,34,36,True,None,False
PO_000334,2024-03-15,CAST_0318,Castings,Medium,SUP_CAST_002,12,9402.54,64,55,True,None,False
PO_000335,2024-04-13,ELEC_0213,Electronics_Components,High,SUP_ELEC_005,374,859.74,80,53,False,None,False
PO_000336,2023-09-11,CONS_0637,Consumables,Medium,SUP_CONS_003,3787,109150.45,5,12,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000337,2024-04-01,CONS_0626,Consumables,Medium,SUP_CONS_003,3749,237570.37,5,4,False,None,False
PO_000338,2023-10-10,CONS_0668,Consumables,Low,SUP_CONS_001,1475,48357.42,4,14,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000339,2022-03-06,SHEE_0099,Sheet_Metal,Medium,SUP_SHEET_001,35,3806.03,11,19,False,Semiconductor_Shortage,False
PO_000340,2023-02-04,CONS_0576,Consumables,Medium,SUP_CONS_004,3785,186822.45,16,15,False,None,False
PO_000341,2023-05-09,MACH_0019,Machined_Parts,Low,SUP_MACH_004,72,33721.17,20,52,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_000342,2024-10-02,ASSE_0498,Assembled_Kits,Medium,SUP_ASSY_002,1,854.31,107,122,True,None,False
PO_000343,2024-04-18,ELEC_0202,Electronics_Components,High,SUP_ELEC_002,42,1542.71,69,56,False,None,False
PO_000344,2023-07-18,CAST_0345,Castings,Low,SUP_CAST_002,2,294.25,52,76,False,Tariff_Impact,False
PO_000345,2022-08-28,CONS_0512,Consumables,Medium,SUP_CONS_004,3773,13448.53,7,14,True,Semiconductor_Shortage,False
PO_000346,2023-11-12,ASSE_0489,Assembled_Kits,Medium,SUP_ASSY_001,1,6063.72,162,310,False,Semiconductor_Shortage,False
PO_000347,2024-02-18,CONS_0567,Consumables,Medium,SUP_CONS_002,363,12893.0,6,8,False,Chinese_New_Year,False
PO_000348,2022-12-01,FORG_0376,Forgings,Low,SUP_FORG_001,2,932.22,61,101,True,Semiconductor_Shortage,False
PO_000349,2023-11-19,SHEE_0076,Sheet_Metal,Low,SUP_SHEET_001,46,3569.71,8,12,True,Semiconductor_Shortage,False
PO_000350,2023-02-01,FORG_0382,Forgings,High,SUP_FORG_002,8,5204.23,114,383,False,"Weather_Disruption,Tariff_Impact,Semiconductor_Shortage",False
PO_000351,2024-03-20,SHEE_0085,Sheet_Metal,Medium,SUP_SHEET_002,6,801.02,25,28,True,None,False
PO_000352,2023-01-22,ELEC_0190,Electronics_Components,Low,SUP_ELEC_001,143,9653.99,32,87,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_000353,2022-09-05,CONS_0696,Consumables,High,SUP_CONS_003,1468,53395.37,22,23,True,None,False
PO_000354,2023-03-29,CONS_0647,Consumables,Medium,SUP_CONS_004,1486,9029.79,16,14,False,None,False
PO_000355,2022-05-25,LIGH_0435,Lights,Medium,SUP_LIGHT_001,5,1119.0,24,17,False,None,True
PO_000356,2022-06-03,MACH_0027,Machined_Parts,Medium,SUP_MACH_003,1,563.42,24,51,False,Semiconductor_Shortage,False
PO_000357,2022-02-14,CONS_0606,Consumables,Medium,SUP_CONS_002,152,7953.05,8,30,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_000358,2023-08-26,CAST_0309,Castings,Low,SUP_CAST_002,74,38474.21,33,75,True,Semiconductor_Shortage,False
PO_000359,2022-09-30,ASSE_0452,Assembled_Kits,Medium,SUP_ASSY_003,70,201594.19,130,263,True,Semiconductor_Shortage,False
PO_000360,2023-09-25,ELEC_0158,Electronics_Components,Low,SUP_ELEC_003,385,17759.7,42,49,False,None,True
PO_000361,2022-03-16,CABL_0255,Cables,Low,SUP_CABLE_001,1,83.04,21,45,True,Semiconductor_Shortage,False
PO_000362,2024-01-07,CABL_0291,Cables,Medium,SUP_CABLE_003,2,208.28,43,69,True,Chinese_New_Year,False
PO_000363,2022-05-08,ELEC_0148,Electronics_Components,Medium,SUP_ELEC_001,40,4056.16,79,75,False,None,False
PO_000364,2023-11-02,CABL_0291,Cables,Medium,SUP_CABLE_003,3,306.27,43,83,True,Semiconductor_Shortage,False
PO_000365,2023-02-18,ELEC_0246,Electronics_Components,Medium,SUP_ELEC_004,157,17062.03,53,195,False,"Chinese_New_Year,Tariff_Impact,Semiconductor_Shortage",False
PO_000366,2022-09-10,CAST_0307,Castings,High,SUP_CAST_002,18,10916.23,57,113,False,Semiconductor_Shortage,False
PO_000367,2023-10-24,CONS_0697,Consumables,Low,SUP_CONS_002,735,15562.79,11,21,True,Semiconductor_Shortage,False
PO_000368,2023-09-09,CONS_0563,Consumables,Low,SUP_CONS_001,149,6962.29,4,8,False,Semiconductor_Shortage,False
PO_000369,2023-02-23,ELEC_0233,Electronics_Components,High,SUP_ELEC_001,75,14245.08,92,400,True,"Chinese_New_Year,Tariff_Impact,Semiconductor_Shortage",False
PO_000370,2024-03-26,CONS_0509,Consumables,Medium,SUP_CONS_004,1502,80313.29,19,27,True,Tariff_Impact,False
PO_000371,2024-05-07,CABL_0275,Cables,Medium,SUP_CABLE_001,10,1145.32,21,22,True,None,False
PO_000372,2023-05-30,ASSE_0479,Assembled_Kits,Medium,SUP_ASSY_003,4,9354.7,110,188,False,Semiconductor_Shortage,False
PO_000373,2022-01-20,CONS_0628,Consumables,Low,SUP_CONS_001,3725,39482.7,8,18,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_000374,2024-03-29,CABL_0272,Cables,Low,SUP_CABLE_001,41,2678.04,28,32,False,None,False
PO_000375,2022-03-18,ELEC_0185,Electronics_Components,High,SUP_ELEC_001,368,54838.65,98,232,False,Semiconductor_Shortage,False
PO_000376,2022-05-14,CONS_0614,Consumables,Medium,SUP_CONS_004,737,41766.49,15,10,False,None,True
PO_000377,2023-04-23,CONS_0524,Consumables,Low,SUP_CONS_004,1516,59106.12,7,13,False,Semiconductor_Shortage,False
PO_000378,2023-03-22,LIGH_0430,Lights,Medium,SUP_LIGHT_003,74,28104.77,48,76,False,Semiconductor_Shortage,False
PO_000379,2024-07-27,LIGH_0435,Lights,Medium,SUP_LIGHT_001,10,2134.39,24,19,True,None,True
PO_000380,2022-04-12,FORG_0371,Forgings,Medium,SUP_FORG_002,13,3368.87,69,163,True,Semiconductor_Shortage,True
PO_000381,2023-11-14,ELEC_0198,Electronics_Components,High,SUP_ELEC_005,68,10773.67,48,140,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_000382,2024-09-25,CAST_0347,Castings,Low,SUP_CAST_001,6,1332.31,64,71,False,None,False
PO_000383,2023-12-16,FORG_0395,Forgings,Medium,SUP_FORG_002,18,10456.42,71,128,True,Weather_Disruption,False
PO_000384,2023-06-06,ELEC_0172,Electronics_Components,Low,SUP_ELEC_003,350,32958.69,45,41,True,None,False
PO_000385,2024-05-06,ASSE_0470,Assembled_Kits,Medium,SUP_ASSY_003,16,81090.27,63,64,True,None,False
PO_000386,2022-11-21,CONS_0562,Consumables,Low,SUP_CONS_002,377,17613.99,13,33,False,Semiconductor_Shortage,False
PO_000387,2022-05-04,ASSE_0475,Assembled_Kits,Low,SUP_ASSY_003,1,3468.15,51,58,False,None,False
PO_000388,2022-08-22,SHEE_0093,Sheet_Metal,Low,SUP_SHEET_001,8,878.92,11,27,True,Semiconductor_Shortage,False
PO_000389,2024-06-28,CONS_0598,Consumables,Low,SUP_CONS_002,1520,27807.66,4,4,True,None,False
PO_000390,2022-05-26,CABL_0258,Cables,Low,SUP_CABLE_001,6,160.88,19,16,True,None,False
PO_000391,2024-12-07,CONS_0698,Consumables,High,SUP_CONS_001,3764,303597.13,9,8,False,None,True
PO_000392,2024-01-26,ELEC_0177,Electronics_Components,Medium,SUP_ELEC_005,40,540.16,63,128,True,"Chinese_New_Year,Weather_Disruption",False
PO_000393,2024-07-24,CAST_0331,Castings,Low,SUP_CAST_001,11,3123.22,42,39,True,None,False
PO_000394,2024-08-26,MACH_0003,Machined_Parts,Low,SUP_MACH_004,11,5516.34,25,31,False,None,False
PO_000395,2022-06-09,ELEC_0112,Electronics_Components,High,SUP_ELEC_005,382,47642.2,57,93,False,Semiconductor_Shortage,False
PO_000396,2024-05-19,CONS_0602,Consumables,Medium,SUP_CONS_004,3766,162028.0,4,6,True,Tariff_Impact,False
PO_000397,2023-02-10,ELEC_0146,Electronics_Components,High,SUP_ELEC_003,40,7796.41,65,131,False,"Chinese_New_Year,Tariff_Impact",False
PO_000398,2023-02-16,CONS_0680,Consumables,Low,SUP_CONS_001,1492,2765.28,9,14,False,Semiconductor_Shortage,False
PO_000399,2022-12-07,CABL_0277,Cables,Medium,SUP_CABLE_003,17,3714.01,21,38,False,Semiconductor_Shortage,False
PO_000400,2023-08-08,CAST_0338,Castings,Medium,SUP_CAST_001,34,27396.66,101,202,False,Semiconductor_Shortage,False
PO_000401,2022-04-27,MACH_0024,Machined_Parts,Medium,SUP_MACH_001,17,10186.91,39,41,True,None,False
PO_000402,2022-09-25,CONS_0506,Consumables,High,SUP_CONS_003,750,61947.68,12,26,True,Semiconductor_Shortage,False
PO_000403,2022-05-05,CONS_0652,Consumables,Medium,SUP_CONS_003,3807,38326.36,10,18,False,Semiconductor_Shortage,False
PO_000404,2022-05-30,CONS_0605,Consumables,Low,SUP_CONS_003,3778,147296.51,3,5,True,Semiconductor_Shortage,False
